Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),EV CHARGING POWER DRAW:Schedule Value [](TimeStep),EV CHARGING POWER DRAW COPY:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),NaturalGas:Facility [J](TimeStep)
 11/11  04:00:00,,-0.037967768,0.008194855,61781840.19,7212348.775
 11/11  05:00:00,,-0.042065195,0.004097428,61739633.29,7212348.775
 11/11  06:00:00,,-0.042065195,0.004097428,245054289.6,11108987.73
 11/11  07:00:00,,-0.035008514,0.011154109,237525342.5,11203708.59
 11/11  08:00:00,,0.010746095,0.056908718,218044665.7,65473315.14
 11/11  09:00:00,,0.125018802,0.171181425,220480502.9,44769936.05
 11/11  10:00:00,,0.210609514,0.256772137,217899189.8,42652465.18
 11/11  11:00:00,,0.429366628,0.475529251,200126405.1,23502484.87
 11/11  12:00:00,,0.465105303,0.511267926,180337183,20706233.06
 11/11  13:00:00,,0.455544639,0.501707262,136474357.2,15598088.01
 11/11  14:00:00,,0.527704893,0.573867517,133386911.8,19727714.11
 11/11  15:00:00,,0.516958798,0.516958798,125965642.9,15437121.37
 11/11  16:00:00,,0.376582341,0.449123606,126823297.5,14869344.79
 11/11  17:00:00,,0.438652402,0.438652402,144290922.4,30276246.15
 11/11  18:00:00,,0.336444343,0.336444343,100073450.5,44218543.88
 11/11  19:00:00,,0.435010244,0.435010244,79045145.44,11211554.67
 11/11  20:00:00,,0.352378784,0.352378784,72454720.42,7212348.775
 11/11  21:00:00,,0.254495789,0.254495789,72241203.17,7212348.775
 11/11  22:00:00,,0.219895288,0.219895288,72165727.31,11107485.77
 11/11  23:00:00,,0.12610972,0.12610972,71961148,7212348.775
 11/11  24:00:00,,0.097882996,0.097882996,71899575.59,7212348.775
 11/12  01:00:00,,0.069883906,0.069883906,61974895.73,11107975.1
 11/12  02:00:00,,0.010659016,0.014113362,61853240.55,7212348.775
 11/12  03:00:00,,0.003602335,0.007056681,61845705.41,7212348.775
 11/12  04:00:00,,0.003602335,0.007056681,61830312.31,11107788.63
 11/12  05:00:00,,0.003602335,0.007056681,61830312.31,7212348.775
 11/12  06:00:00,,0.068705909,0.072160255,61830312.31,7212348.775
 11/12  07:00:00,,0.036381757,0.039836103,78246106.85,11163473.53
 11/12  08:00:00,,0.063925577,0.067379923,48839423.53,11162161.83
 11/12  09:00:00,,0.121972469,0.125426815,48899506.28,11157895.72
 11/12  10:00:00,,0.158849319,0.162303665,48821437.63,11178242.1
 11/12  11:00:00,,0.240382427,0.240382427,63048407.84,7212348.775
 11/12  12:00:00,,0.24452218,0.248577282,48892917.92,11207883.42
 11/12  13:00:00,,0.215114956,0.215114956,63960238.79,11197018.07
 11/12  14:00:00,,0.318233553,0.318233553,49044862.75,15259426.24
 11/12  15:00:00,,0.322383396,0.329387662,94397196.32,11198434.61
 11/12  16:00:00,,0.240890111,0.247894377,49258609.56,11182565.56
 11/12  17:00:00,,0.285454132,0.285454132,64589562.04,7212348.775
 11/12  18:00:00,,0.241520601,0.241520601,78623076.48,11177096.65
 11/12  19:00:00,,0.226269064,0.226269064,72179630.76,7212348.775
 11/12  20:00:00,,0.223309811,0.223309811,72173175.59,11108083.64
 11/12  21:00:00,,0.165262918,0.165262918,72046554.9,7212348.775
 11/12  22:00:00,,0.160710221,0.160710221,72036623.86,7212348.775
 11/12  23:00:00,,0.117914865,0.117914865,71943272.14,11108159.16
 11/12  24:00:00,,0.086273617,0.086273617,71874251.45,7212348.775
 11/13  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 11/13  02:00:00,,0.173579507,0.173913043,73695471.3,11108209.79
 11/13  03:00:00,,0.137157927,0.137491464,73694743.74,7212348.775
 11/13  04:00:00,,0.092541492,0.092875028,73615295.47,11107212.71
 11/13  05:00:00,,0.079566304,0.079899841,73517971.33,7212348.775
 11/13  06:00:00,,0.12236166,0.122695197,332081969.4,7212348.775
 11/13  07:00:00,,0.156279257,0.156612793,318148803.3,11209479.71
 11/13  08:00:00,,0.217740672,0.218074209,270569706.8,55737914.91
 11/13  09:00:00,,0.445830816,0.446164352,370596162.4,24664422.56
 11/13  10:00:00,,0.49317887,0.493512406,327112668.7,26241538.8
 11/13  11:00:00,,0.621792573,0.62212611,345049353.3,25260261.95
 11/13  12:00:00,,0.527324101,0.527657637,374175487.5,30532001.11
 11/13  13:00:00,,0.336558161,0.673116321,376097667.4,31545377.29
 11/13  14:00:00,,0.631552632,0.542226269,371631792.4,36070314
 11/13  15:00:00,,0.322786251,0.645572502,335357471.2,22142241.98
 11/13  16:00:00,,0.447757796,0.895515593,325451418,23191347.29
 11/13  17:00:00,,2.008234149,0.653312087,337599706.4,30229554.25
 11/13  18:00:00,,1.96999149,0.615069429,286589715.9,20074756.51
 11/13  19:00:00,,1,1,182465956.7,15614575.28
 11/13  20:00:00,,0.805372183,0.805372183,184140888.5,15443014.03
 11/13  21:00:00,,0.57728204,0.57728204,181811615.3,23465292.37
 11/13  22:00:00,,0.592761211,0.592761211,191297706.6,40590197.95
 11/13  23:00:00,,0.389255634,0.389255634,100704522.2,11169624.26
 11/13  24:00:00,,0.340541771,0.340541771,92744575.73,11185428.92
 11/14  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 11/14  02:00:00,,0.066379547,0.173913043,73695471.3,7212348.775
 11/14  03:00:00,,0.029957967,0.137491464,73460902.92,11106626.93
 11/14  04:00:00,,-0.014658469,0.092875028,73381454.65,7212348.775
 11/14  05:00:00,,-0.027633656,0.079899841,73284130.51,7212348.775
 11/14  06:00:00,,0.0151617,0.122695197,81943531.09,11107369.43
 11/14  07:00:00,,0.049079296,0.156612793,114149787.9,11195196.15
 11/14  08:00:00,,0.110540712,0.218074209,260656797.8,15550068.53
 11/14  09:00:00,,0.338630855,0.446164352,361410115.5,24956572.54
 11/14  10:00:00,,0.385978909,0.493512406,336852243.5,25192147.81
 11/14  11:00:00,,0.514592613,0.62212611,366334155.9,25271061.08
 11/14  12:00:00,,0.42012414,0.527657637,398584824.5,30529752.38
 11/14  13:00:00,,0.565582824,0.673116321,406739285.7,36436068.68
 11/14  14:00:00,,0.271113135,0.542226269,406595078.3,31264447.62
 11/14  15:00:00,,0.322786251,0.645572502,385222697.3,24935574.37
 11/14  16:00:00,,0.447757796,0.895515593,376912975.6,24838806.8
 11/14  17:00:00,,1.504520845,0.653312087,360408482,25636223.33
 11/14  18:00:00,,1.466278186,0.615069429,271912136.6,20116744.77
 11/14  19:00:00,,1,1,165414940.1,19828529.9
 11/14  20:00:00,,0.805372183,0.805372183,160584994.3,15442069.44
 11/14  21:00:00,,0.57728204,0.57728204,150821041.3,15499050.6
 11/14  22:00:00,,0.592761211,0.592761211,151058538.9,11227296.06
 11/14  23:00:00,,0.389255634,0.389255634,100704522.2,11172895.05
 11/14  24:00:00,,0.340541771,0.340541771,92744575.73,11189851.95
 11/15  01:00:00,,0.240837696,0.240837696,73841457.51,11105905.28
 11/15  02:00:00,,0.106356793,0.173913043,73695471.3,7212348.775
 11/15  03:00:00,,0.069935213,0.137491464,73548107.36,7212348.775
 11/15  04:00:00,,0.025318778,0.092875028,73468659.08,11106911.15
 11/15  05:00:00,,0.01234359,0.079899841,73371334.94,7212348.775
 11/15  06:00:00,,0.055138946,0.122695197,271753839.5,7212348.775
 11/15  07:00:00,,0.089056542,0.156612793,239867362.6,11210773.11
 11/15  08:00:00,,0.150517958,0.218074209,296519174.4,113211908
 11/15  09:00:00,,0.378608102,0.446164352,432901220.8,101393982.4
 11/15  10:00:00,,0.425956155,0.493512406,354970362.2,105994019.6
 11/15  11:00:00,,0.311063055,0.62212611,319994146.3,90757792.66
 11/15  12:00:00,,0.502450396,0.527657637,314125627.4,64143548.88
 11/15  13:00:00,,0.336558161,0.673116321,351062692.8,51041476.43
 11/15  14:00:00,,0.60004594,0.542226269,318814913.9,53747537.15
 11/15  15:00:00,,0.322786251,0.645572502,305815137.9,31314131.88
 11/15  16:00:00,,1.170824362,0.895515593,313993158.9,30135238.03
 11/15  17:00:00,,0.928620856,0.653312087,343118442.3,61735103.77
 11/15  18:00:00,,0.890378197,0.615069429,322278425.9,63967452.38
 11/15  19:00:00,,1,1,227523556.9,91184013.46
 11/15  20:00:00,,0.805372183,0.805372183,223464574.5,95526201.04
 11/15  21:00:00,,0.57728204,0.57728204,220347879.3,114736646.1
 11/15  22:00:00,,0.592761211,0.592761211,224459229.5,111784361.6
 11/15  23:00:00,,0.389255634,0.389255634,100704522.2,11163264.36
 11/15  24:00:00,,0.340541771,0.340541771,92744575.73,11193704.24
 11/16  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 11/16  02:00:00,,0.152063141,0.173913043,73695471.3,10458163.11
 11/16  03:00:00,,0.115641561,0.137491464,73647808.98,7860505.32
 11/16  04:00:00,,0.071025126,0.092875028,73568360.7,7212348.775
 11/16  05:00:00,,0.058049938,0.079899841,73471036.57,8302117.553
 11/16  06:00:00,,0.100845295,0.122695197,316303991.9,10016870.82
 11/16  07:00:00,,0.134762891,0.156612793,291211297,11206282.79
 11/16  08:00:00,,0.196224307,0.218074209,269103337.9,111401129.1
 11/16  09:00:00,,0.42431445,0.446164352,370809951.3,69629871.23
 11/16  10:00:00,,0.471662504,0.493512406,323960161.8,40686432.51
 11/16  11:00:00,,0.600276207,0.62212611,318264280.8,30799524.86
 11/16  12:00:00,,0.505807735,0.527657637,334155546.7,27064551.67
 11/16  13:00:00,,0.651266419,0.673116321,333613897.5,35364845.13
 11/16  14:00:00,,0.271113135,0.542226269,325095701.4,32424599.05
 11/16  15:00:00,,0.322786251,0.645572502,308978080,23904853.07
 11/16  16:00:00,,1.188065451,0.895515593,311105790.1,24846001.54
 11/16  17:00:00,,0.945861946,0.653312087,342105616.5,46778316.2
 11/16  18:00:00,,0.907619287,0.615069429,318142703,47296567.4
 11/16  19:00:00,,1,1,206426438.8,49436056.28
 11/16  20:00:00,,0.805372183,0.805372183,208231566.9,83149667.67
 11/16  21:00:00,,0.57728204,0.57728204,205285092.1,91711721.69
 11/16  22:00:00,,0.592761211,0.592761211,211052596.5,97336214.03
 11/16  23:00:00,,0.389255634,0.389255634,100704522.2,11168632.38
 11/16  24:00:00,,0.340541771,0.340541771,92744575.73,11189808.1
 11/17  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 11/17  02:00:00,,0.150694801,0.173913043,73695471.3,7212348.775
 11/17  03:00:00,,0.114273221,0.137491464,73644824.15,11106806.46
 11/17  04:00:00,,0.069656786,0.092875028,73565375.87,7212348.775
 11/17  05:00:00,,0.056681598,0.079899841,73468051.73,7212348.775
 11/17  06:00:00,,0.099476954,0.122695197,285954458,11108591.72
 11/17  07:00:00,,0.13339455,0.156612793,281044830,11204797.11
 11/17  08:00:00,,0.194855966,0.218074209,278977249.5,146112520.8
 11/17  09:00:00,,0.42294611,0.446164352,376380431.4,82368361.14
 11/17  10:00:00,,0.470294163,0.493512406,332425201.1,40063103.47
 11/17  11:00:00,,0.598907867,0.62212611,322997451.5,28592835.15
 11/17  12:00:00,,0.504439394,0.527657637,334371372,30558850.74
 11/17  13:00:00,,0.649898079,0.673116321,334998956.6,36479241.66
 11/17  14:00:00,,0.271113135,0.542226269,331709519.1,31301013.9
 11/17  15:00:00,,0.322786251,0.645572502,315961729.9,24955836.88
 11/17  16:00:00,,0.447757796,0.895515593,313392324.4,36019797.09
 11/17  17:00:00,,1.926097116,0.653312087,341163093.3,40601752.03
 11/17  18:00:00,,1.887854458,0.615069429,320586867.4,37377745.52
 11/17  19:00:00,,1,1,206519101.6,41044638.23
 11/17  20:00:00,,0.805372183,0.805372183,197353938.3,49944983.44
 11/17  21:00:00,,0.57728204,0.57728204,197751285.6,69058223.09
 11/17  22:00:00,,0.592761211,0.592761211,202598817.6,77600987.68
 11/17  23:00:00,,0.389255634,0.389255634,100704522.2,10056453.18
 11/17  24:00:00,,0.340541771,0.340541771,92744575.73,8344479.284
 11/18  01:00:00,,0.063282495,0.063282495,61960495.73,11106883.52
 11/18  02:00:00,,-0.054121901,0.046892784,61924744,7212348.775
 11/18  03:00:00,,-0.073470865,0.02754382,61704395.44,7212348.775
 11/18  04:00:00,,-0.092819829,0.008194855,61662188.55,11107070.92
 11/18  05:00:00,,-0.096917257,0.004097428,61619981.65,7212348.775
 11/18  06:00:00,,-0.096917257,0.004097428,280051720.4,7212348.775
 11/18  07:00:00,,-0.089860576,0.011154109,268495321.9,15210758.21
 11/18  08:00:00,,-0.044105966,0.056908718,183534331.9,117370704
 11/18  09:00:00,,0.07016674,0.171181425,184524569.6,99639146.91
 11/18  10:00:00,,0.155757453,0.256772137,180566851.1,87394876.73
 11/18  11:00:00,,0.475529251,0.475529251,168039145.5,57198356.69
 11/18  12:00:00,,0.511267926,0.511267926,178946154.1,33521047.43
 11/18  13:00:00,,0.358160078,0.501707262,138464476.2,18287156.33
 11/18  14:00:00,,0.573867517,0.573867517,127101403.8,27748188.73
 11/18  15:00:00,,0.516958798,0.516958798,119878291,37762263.68
 11/18  16:00:00,,0.141522498,0.449123606,125014289.1,47808290.6
 11/18  17:00:00,,0.438652402,0.438652402,146849538.5,54468836.02
 11/18  18:00:00,,0.336444343,0.336444343,100073450.5,66071730.55
 11/18  19:00:00,,0.435010244,0.435010244,79045145.44,11202194.81
 11/18  20:00:00,,0.352378784,0.352378784,72454720.42,7212348.775
 11/18  21:00:00,,0.254495789,0.254495789,72241203.17,7212348.775
 11/18  22:00:00,,0.219895288,0.219895288,72165727.31,11107801.04
 11/18  23:00:00,,0.12610972,0.12610972,71961148,7212348.775
 11/18  24:00:00,,0.097882996,0.097882996,71899575.59,7212348.775
 11/19  01:00:00,,0.069883906,0.069883906,61974895.73,11107958.47
 11/19  02:00:00,,-0.00053431,0.014113362,61853240.55,7212348.775
 11/19  03:00:00,,-0.007590991,0.007056681,61821288.83,7212348.775
 11/19  04:00:00,,-0.007590991,0.007056681,61805895.73,11108199.01
 11/19  05:00:00,,-0.007590991,0.007056681,61805895.73,7212348.775
 11/19  06:00:00,,0.057512583,0.072160255,61805895.73,11107246.69
 11/19  07:00:00,,0.025188431,0.039836103,78221690.27,7212348.775
 11/19  08:00:00,,0.052732251,0.067379923,48815006.94,11181476.14
 11/19  09:00:00,,0.110779144,0.125426815,48670400.36,11175246.06
 11/19  10:00:00,,0.147655993,0.162303665,54051515.84,11170095.55
 11/19  11:00:00,,0.225734755,0.240382427,52856711.66,9280754.385
 11/19  12:00:00,,0.23392961,0.248577282,62463620.47,13114141.6
 11/19  13:00:00,,0.200467284,0.215114956,55432846.79,11200550.35
 11/19  14:00:00,,0.318233553,0.318233553,62987545.2,11236606.29
 11/19  15:00:00,,0.329387662,0.329387662,55138931.09,11194633.64
 11/19  16:00:00,,0.247894377,0.247894377,59575156.84,11171770.32
 11/19  17:00:00,,0.285454132,0.285454132,54819591.51,11164290.44
 11/19  18:00:00,,0.241520601,0.241520601,78623076.48,7212348.775
 11/19  19:00:00,,0.226269064,0.226269064,72179630.76,11108056.07
 11/19  20:00:00,,0.223309811,0.223309811,72173175.59,7212348.775
 11/19  21:00:00,,0.165262918,0.165262918,72046554.9,7212348.775
 11/19  22:00:00,,0.160710221,0.160710221,72036623.86,11107992.25
 11/19  23:00:00,,0.117914865,0.117914865,71943272.14,7212348.775
 11/19  24:00:00,,0.086273617,0.086273617,71874251.45,7212348.775
 11/20  01:00:00,,0.240837696,0.240837696,73841457.51,11108168.59
 11/20  02:00:00,,0.170425503,0.173913043,73695471.3,7212348.775
 11/20  03:00:00,,0.134003923,0.137491464,73687863.75,7212348.775
 11/20  04:00:00,,0.089387488,0.092875028,73608415.47,11108242.26
 11/20  05:00:00,,0.0764123,0.079899841,73511091.33,7212348.775
 11/20  06:00:00,,0.119207656,0.122695197,405706057.2,7212348.775
 11/20  07:00:00,,0.153125252,0.156612793,401297942.8,15205179.02
 11/20  08:00:00,,0.214586668,0.218074209,337639375.8,131108234.9
 11/20  09:00:00,,0.442676811,0.446164352,430689637.4,98025051.07
 11/20  10:00:00,,0.246756203,0.493512406,348095006.5,56950816.24
 11/20  11:00:00,,0.654678371,0.62212611,320516955.1,32165048.62
 11/20  12:00:00,,0.560209898,0.527657637,325299515.2,38234949.3
 11/20  13:00:00,,0.336558161,0.673116321,336295515.8,37694892.56
 11/20  14:00:00,,0.673207976,0.542226269,326844183,31333568.88
 11/20  15:00:00,,0.776554208,0.645572502,316566248.9,24962683.74
 11/20  16:00:00,,0.447757796,0.895515593,319223011.9,24867123.64
 11/20  17:00:00,,1.555946465,0.653312087,348548125.3,56702876.95
 11/20  18:00:00,,1.517703806,0.615069429,341384267.1,72272948.7
 11/20  19:00:00,,1,1,245132523.9,76522583.11
 11/20  20:00:00,,0.805372183,0.805372183,243049069.8,109768595.6
 11/20  21:00:00,,0.57728204,0.57728204,247586124.2,128929818.9
 11/20  22:00:00,,0.592761211,0.592761211,249714280.9,124665589.1
 11/20  23:00:00,,0.389255634,0.389255634,100704522.2,11169414.53
 11/20  24:00:00,,0.340541771,0.340541771,92744575.73,11191628.15
 11/21  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 11/21  02:00:00,,0.102275394,0.173913043,73695471.3,7212348.775
 11/21  03:00:00,,0.065853815,0.137491464,73539204.39,11106708.98
 11/21  04:00:00,,0.021237379,0.092875028,73459756.12,7212348.775
 11/21  05:00:00,,0.008262192,0.079899841,73362431.98,7212348.775
 11/21  06:00:00,,0.051057548,0.122695197,362143583,11108962.18
 11/21  07:00:00,,0.084975144,0.156612793,341024085.4,11213117.06
 11/21  08:00:00,,0.14643656,0.218074209,297340491.2,133366029
 11/21  09:00:00,,0.374526703,0.446164352,389504334.9,89772855.16
 11/21  10:00:00,,0.421874757,0.493512406,331540324.8,50903518.84
 11/21  11:00:00,,0.311063055,0.62212611,316530944.8,26200312.12
 11/21  12:00:00,,0.497659189,0.527657637,320483898.7,29687693.42
 11/21  13:00:00,,0.336558161,0.673116321,331422718.9,36541806.13
 11/21  14:00:00,,0.593977078,0.542226269,333204846.7,31793153.87
 11/21  15:00:00,,0.322786251,0.645572502,321030281.4,24565898.55
 11/21  16:00:00,,0.447757796,0.895515593,315536659.6,24871859.78
 11/21  17:00:00,,1.870457116,0.653312087,342183006.8,32928036.17
 11/21  18:00:00,,1.832214457,0.615069429,325586001,26712126.06
 11/21  19:00:00,,1,1,212272705.5,29071690.96
 11/21  20:00:00,,0.805372183,0.805372183,209237617,45884032.29
 11/21  21:00:00,,0.57728204,0.57728204,212234859.9,88872188.49
 11/21  22:00:00,,0.592761211,0.592761211,222893030.1,100856369
 11/21  23:00:00,,0.389255634,0.389255634,100704522.2,11197884.68
 11/21  24:00:00,,0.340541771,0.340541771,92744575.73,11173432.89
 11/22  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 11/22  02:00:00,,0.077314232,0.173913043,73695471.3,7212348.775
 11/22  03:00:00,,0.040892652,0.137491464,73484755.32,11106974.81
 11/22  04:00:00,,-0.003723783,0.092875028,73405307.04,7212348.775
 11/22  05:00:00,,-0.016698971,0.079899841,73307982.9,7212348.775
 11/22  06:00:00,,0.026096385,0.122695197,305639769.9,11108859.84
 11/22  07:00:00,,0.060013981,0.156612793,272269212.4,11206801.23
 11/22  08:00:00,,0.121475397,0.218074209,285536943,88554770.42
 11/22  09:00:00,,0.349565541,0.446164352,376100419.1,50295131.39
 11/22  10:00:00,,0.396913594,0.493512406,325695890.2,25238711.59
 11/22  11:00:00,,0.525527298,0.62212611,308177970.1,29845868.42
 11/22  12:00:00,,0.263828819,0.527657637,317915509.1,29495729.94
 11/22  13:00:00,,0.336558161,0.673116321,329300201.6,32841481.99
 11/22  14:00:00,,0.554211285,0.542226269,318807033.4,36192178.18
 11/22  15:00:00,,0.657557518,0.645572502,304594653.2,22596548.61
 11/22  16:00:00,,0.907500609,0.895515593,310761414.9,22794728.19
 11/22  17:00:00,,0.665297104,0.653312087,339410530.7,30312155.87
 11/22  18:00:00,,0.627054445,0.615069429,313905111,22981703.26
 11/22  19:00:00,,1,1,207616247.2,35459989.17
 11/22  20:00:00,,0.805372183,0.805372183,206161883.2,32479998.63
 11/22  21:00:00,,0.57728204,0.57728204,202343739.9,38493271.06
 11/22  22:00:00,,0.592761211,0.592761211,204158342.9,41957420.19
 11/22  23:00:00,,0.389255634,0.389255634,100704522.2,11172585.17
 11/22  24:00:00,,0.340541771,0.340541771,92744575.73,11177328.28
 11/23  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 11/23  02:00:00,,0.172961852,0.173913043,73695471.3,11106468.97
 11/23  03:00:00,,0.136540272,0.137491464,73693396.42,7212348.775
 11/23  04:00:00,,0.091923837,0.092875028,73613948.14,7212348.775
 11/23  05:00:00,,0.078948649,0.079899841,73516624,11106609.82
 11/23  06:00:00,,0.121744005,0.122695197,82176024.59,7212348.775
 11/23  07:00:00,,0.155661601,0.156612793,114382281.4,11211516.5
 11/23  08:00:00,,0.217123017,0.218074209,299826719.5,24110698.67
 11/23  09:00:00,,0.445213161,0.446164352,403694009.7,26463685.99
 11/23  10:00:00,,0.246756203,0.493512406,332705602,29458544.47
 11/23  11:00:00,,0.657590475,0.62212611,306372612.9,25619488.75
 11/23  12:00:00,,0.563122003,0.527657637,327964735,30622207.02
 11/23  13:00:00,,0.708580687,0.673116321,345697886.4,32618760.26
 11/23  14:00:00,,0.577690635,0.542226269,393575191.6,35260928.11
 11/23  15:00:00,,0.322786251,0.645572502,377414555.3,24974639.47
 11/23  16:00:00,,0.447757796,0.895515593,371951089.1,23270150.18
 11/23  17:00:00,,1.810740157,0.653312087,364542209.5,27369622.25
 11/23  18:00:00,,1.772497498,0.615069429,287014223.9,20161700.2
 11/23  19:00:00,,1,1,168514728.2,19851329.93
 11/23  20:00:00,,0.805372183,0.805372183,163798039.7,15451817.53
 11/23  21:00:00,,0.57728204,0.57728204,153935129.9,15509026.84
 11/23  22:00:00,,0.592761211,0.592761211,153298360.9,11228808.17
 11/23  23:00:00,,0.389255634,0.389255634,100704522.2,11167740.99
 11/23  24:00:00,,0.340541771,0.340541771,92744575.73,11174333.36
 11/24  01:00:00,,0.240837696,0.240837696,73841457.51,11106127.42
 11/24  02:00:00,,0.082053673,0.173913043,73695471.3,7212348.775
 11/24  03:00:00,,0.045632093,0.137491464,73495093.71,7212348.775
 11/24  04:00:00,,0.001015658,0.092875028,73415645.43,11106316.2
 11/24  05:00:00,,-0.01195953,0.079899841,73318321.29,7212348.775
 11/24  06:00:00,,0.030835826,0.122695197,81977721.87,7212348.775
 11/24  07:00:00,,0.064753422,0.156612793,114183978.6,11220248.12
 11/24  08:00:00,,0.126214838,0.218074209,207615288.9,19739205.31
 11/24  09:00:00,,0.354304982,0.446164352,355474030.7,25037903.84
 11/24  10:00:00,,0.401653035,0.493512406,322460589.4,25249263.55
 11/24  11:00:00,,0.311063055,0.62212611,344112247.7,25328400.86
 11/24  12:00:00,,0.473920646,0.527657637,325334701.9,30633249.33
 11/24  13:00:00,,0.619379331,0.673116321,328274407.6,36584616.93
 11/24  14:00:00,,0.488489278,0.542226269,331994834.3,31382252.5
 11/24  15:00:00,,0.322786251,0.645572502,320281578.5,24987615.2
 11/24  16:00:00,,0.447757796,0.895515593,319904517.3,24885478.92
 11/24  17:00:00,,1.483668518,0.653312087,339609977.5,30324053.22
 11/24  18:00:00,,1.445425859,0.615069429,299158477.7,20095313.14
 11/24  19:00:00,,1,1,180416259.8,32554524.54
 11/24  20:00:00,,0.805372183,0.805372183,186061740.6,47525419.37
 11/24  21:00:00,,0.57728204,0.57728204,180667815.4,60391379.12
 11/24  22:00:00,,0.592761211,0.592761211,181750084.5,54183358.15
 11/24  23:00:00,,0.389255634,0.389255634,100704522.2,11171182
 11/24  24:00:00,,0.340541771,0.340541771,92744575.73,11186047.99
 11/25  01:00:00,,0.063282495,0.063282495,61960495.73,7212348.775
 11/25  02:00:00,,-0.01900852,0.046892784,61924744,7212348.775
 11/25  03:00:00,,-0.038357484,0.02754382,61780990.08,11106440.4
 11/25  04:00:00,,-0.057706449,0.008194855,61738783.18,7212348.775
 11/25  05:00:00,,-0.061803876,0.004097428,61696576.29,7212348.775
 11/25  06:00:00,,-0.061803876,0.004097428,228811505.4,11108982.83
 11/25  07:00:00,,-0.054747195,0.011154109,222819729.2,11206962.46
 11/25  08:00:00,,-0.008992586,0.056908718,214059005.2,97672735.46
 11/25  09:00:00,,0.105280121,0.171181425,236582969.5,89856835.59
 11/25  10:00:00,,0.190870833,0.256772137,217284711,87385631.38
 11/25  11:00:00,,0.409627947,0.475529251,198646806.4,75715222.95
 11/25  12:00:00,,0.445366622,0.511267926,211607579.2,85531574.1
 11/25  13:00:00,,0.501707262,0.501707262,171558341.7,72398763.23
 11/25  14:00:00,,0.573867517,0.573867517,169605691.4,61932512.59
 11/25  15:00:00,,0.516958798,0.516958798,173586973.2,62544678.69
 11/25  16:00:00,,0.449123606,0.449123606,183827227.2,63267939.66
 11/25  17:00:00,,0.021277476,0.438652402,198237152.9,90141217.95
 11/25  18:00:00,,-0.080930582,0.336444343,99385960.69,92660564.55
 11/25  19:00:00,,0.435010244,0.435010244,77919697.03,11224477.45
 11/25  20:00:00,,0.352378784,0.352378784,72454720.42,11108172.69
 11/25  21:00:00,,0.254495789,0.254495789,72241203.17,7212348.775
 11/25  22:00:00,,0.219895288,0.219895288,72165727.31,7212348.775
 11/25  23:00:00,,0.12610972,0.12610972,71961148,11107539.76
 11/25  24:00:00,,0.097882996,0.097882996,71899575.59,7212348.775
 11/26  01:00:00,,0.069883906,0.069883906,61974895.73,7212348.775
 11/26  02:00:00,,0.047238356,0.014113362,61853240.55,11107751.41
 11/26  03:00:00,,0.040181675,0.007056681,61925497.82,7212348.775
 11/26  04:00:00,,0.040181675,0.007056681,61910104.71,7212348.775
 11/26  05:00:00,,0.040181675,0.007056681,61910104.71,11107950.21
 11/26  06:00:00,,0.105285249,0.072160255,61910104.71,7212348.775
 11/26  07:00:00,,0.072961097,0.039836103,78325899.26,11169181.09
 11/26  08:00:00,,0.100504917,0.067379923,49533294.36,11170237.98
 11/26  09:00:00,,0.158551809,0.125426815,48774609.35,7212348.775
 11/26  10:00:00,,0.162303665,0.162303665,48696540.7,11153721.92
 11/26  11:00:00,,0.278414827,0.240382427,48875042.06,11165951.8
 11/26  12:00:00,,0.286609683,0.248577282,48958004.1,11203753.41
 11/26  13:00:00,,0.253147356,0.215114956,48975879.96,11185004.06
 11/26  14:00:00,,0.356265954,0.318233553,48902886.86,14590577.09
 11/26  15:00:00,,0.329387662,0.329387662,49279617.92,11879464.56
 11/26  16:00:00,,0.247894377,0.247894377,49096122.81,7212348.775
 11/26  17:00:00,,0.424906267,0.285454132,50201510.96,11173522.4
 11/26  18:00:00,,0.241520601,0.241520601,79023105.11,11156491.6
 11/26  19:00:00,,0.226269064,0.226269064,72179630.76,7212348.775
 11/26  20:00:00,,0.223309811,0.223309811,72173175.59,11107972.85
 11/26  21:00:00,,0.165262918,0.165262918,72046554.9,7212348.775
 11/26  22:00:00,,0.160710221,0.160710221,72036623.86,7212348.775
 11/26  23:00:00,,0.117914865,0.117914865,71943272.14,11108223.34
 11/26  24:00:00,,0.086273617,0.086273617,71874251.45,7212348.775
 11/27  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 11/27  02:00:00,,0.171699518,0.173913043,73695471.3,11108394.81
 11/27  03:00:00,,0.135277938,0.137491464,73690642.82,7212348.775
 11/27  04:00:00,,0.090661502,0.092875028,79761079.68,8705374.054
 11/27  05:00:00,,0.077686315,0.079899841,73513870.41,11108632.12
 11/27  06:00:00,,0.120481671,0.122695197,493199928.1,7212348.775
 11/27  07:00:00,,0.154399267,0.156612793,508427092.4,11199383.81
